code,name,source,cal,protein_g,carb_g,fat_g,fiber_g,serving_desc,serving_g
USDA-171089,"Turkey, whole, light meat, meat and skin, cooked, roasted",USDA,177,29.6,0.1,5.6,0,,
USDA-171090,"Turkey, whole, dark meat, meat only, raw",USDA,108,21.3,0.2,2.5,0,,
USDA-171091,"Turkey, whole, dark meat, cooked, roasted",USDA,173,27.7,0,6,0,,
USDA-171092,"Turkey, all classes, back, meat and skin, cooked, roasted",USDA,244,26.6,0.2,14.4,0,,
USDA-171093,"Turkey, all classes, breast, meat and skin, raw",USDA,157,21.9,0,7,0,,
USDA-171094,"Turkey, all classes, wing, meat and skin, cooked, roasted",USDA,229,27.4,0,12.4,0,,
USDA-171095,"Turkey, fryer-roasters, meat and skin, cooked, roasted",USDA,172,28.3,0,5.7,0,,
USDA-171096,"Turkey, whole, back, meat only, raw",USDA,113,21.3,0.2,2.5,0,,
USDA-171097,"Turkey, whole, back, meat only, cooked, roasted",USDA,173,27.7,0,6,0,,
USDA-171098,"Turkey, whole, breast, meat only, raw",USDA,114,23.7,0.1,1.5,0,,
USDA-171099,"Chicken, canned, meat only, with broth",USDA,165,21.8,0,8,0,,
USDA-171100,"Pate de foie gras, canned (goose liver pate), smoked",USDA,462,11.4,4.7,43.8,0,,
USDA-171101,"Turkey, canned, meat only, with broth",USDA,169,23.7,1.5,6.9,0,,
USDA-171102,"Turkey, diced, light and dark meat, seasoned",USDA,138,18.7,1,6,0,,
USDA-171103,"Turkey sticks, breaded, battered, fried",USDA,279,14.2,17,16.9,,,
USDA-171104,"Poultry, mechanically deboned, from backs and necks with skin, raw",USDA,272,11.4,0,24.7,0,,
USDA-171105,"Poultry, mechanically deboned, from backs and necks without skin, raw",USDA,199,13.8,0,15.5,0,,
USDA-171106,"Poultry, mechanically deboned, from mature hens, raw",USDA,243,14.7,0,20,0,,
USDA-171107,"Chicken, cornish game hens, meat and skin, cooked, roasted",USDA,259,22.3,0,18.2,0,,
USDA-171108,"Chicken, cornish game hens, meat only, raw",USDA,116,20,0,3.3,0,,
USDA-171109,"Chicken, cornish game hens, meat only, cooked, roasted",USDA,134,23.3,0,3.9,0,,
USDA-171110,"Chicken, canned, no broth",USDA,185,25.3,0.9,8.1,0,,
USDA-171111,"Chicken, wing, frozen, glazed, barbecue flavored",USDA,211,19.7,3.3,12.7,0.6,,
USDA-171112,"Duck, young duckling, domesticated, White Pekin, leg, meat and skin, bone in, cooked, roasted",USDA,217,26.8,0,11.4,,,
USDA-171113,"Duck, young duckling, domesticated, White Pekin, leg, meat only, bone in, cooked without skin, braised",USDA,178,29.1,0,6,,,
USDA-171114,"Chicken, broiler, rotisserie, BBQ, drumstick, meat only",USDA,172,27.7,0,6.8,0,,
USDA-171115,"Chicken, wing, frozen, glazed, barbecue flavored, heated (conventional oven)",USDA,242,22.2,3.4,14.9,0.5,,
USDA-171116,"Chicken, ground, raw",USDA,143,17.4,0,8.1,0,,
USDA-171117,"Chicken, ground, crumbles, cooked, pan-browned",USDA,189,23.3,0,10.9,0,,
USDA-171118,"Chicken, broiler, rotisserie, BBQ, thigh, meat only",USDA,193,24.1,0,10.7,0,,
USDA-171119,"Chicken, feet, boiled",USDA,215,19.4,0.2,14.6,0,,
USDA-171120,"Chicken, broilers or fryers, rotisserie, original seasoning, thigh, meat only, cooked",USDA,196,24.1,0,11.1,0,,
USDA-171121,"Chicken, broilers or fryers, rotisserie, original seasoning, wing, meat only, cooked",USDA,197,27.7,0,9.5,0,,
USDA-171122,"Chicken, broilers or fryers, rotisserie, original seasoning, back, meat and skin, cooked",USDA,260,23.2,0,18.6,0,,
USDA-171123,"Chicken, broilers or fryers, rotisserie, original seasoning, breast, meat and skin, cooked",USDA,184,27.5,0,8.2,0,,
USDA-171124,"Chicken, broiler, rotisserie, BBQ, back, meat and skin",USDA,251,20.3,0.4,18.9,0,,
USDA-171125,"Chicken, broiler, rotisserie, BBQ, breast, meat and skin",USDA,175,26.4,0.1,7.7,0,,
USDA-171126,"Chicken, broiler, rotisserie, BBQ, drumstick, meat and skin",USDA,206,25.7,0.1,11.5,0,,
USDA-171127,"Chicken, broiler, rotisserie, BBQ, thigh, meat and skin",USDA,226,22.5,0.1,15.1,0,,
USDA-171128,"Turkey, drumstick, from whole bird, meat only, with added solution, roasted",USDA,158,26.1,0,6,0,,
USDA-171129,"Turkey, thigh, from whole bird, meat only, with added solution, raw",USDA,115,19.3,0.2,4.1,0,,
USDA-171130,"Turkey, retail parts, breast, meat and skin, with added solution, raw",USDA,144,20.8,0,6.8,0,,
USDA-171131,"Turkey, thigh, from whole bird, meat only, with added solution, roasted",USDA,158,26.1,0,6,0,,
USDA-171132,"Turkey, retail parts, wing, meat and skin, raw",USDA,202,19.5,0.1,13.8,0,,
USDA-171133,"Turkey, retail parts, wing, meat and skin, cooked, roasted",USDA,235,28.7,0.1,13.3,0,,
USDA-171134,"Turkey, retail parts, drumstick, meat and skin, raw",USDA,141,20,0,6.8,0,,
USDA-171135,"Turkey, retail parts, drumstick, meat and skin, cooked, roasted",USDA,197,28.2,0,9.4,0,,
USDA-171136,"Turkey, drumstick, from whole bird, meat only, raw",USDA,109,23.7,0.1,1.5,0,,
USDA-171137,"Turkey, retail parts, thigh, meat and skin, cooked, roasted",USDA,183,24,0.4,9.5,0,,
USDA-171138,"Turkey, back, from whole bird, meat and skin, with added solution, raw",USDA,206,16.9,0.2,15.4,0,,
USDA-171139,"Turkey, back, from whole bird, meat and skin, with added solution, roasted",USDA,205,25.8,0,11.4,0,,
USDA-171140,"Chicken, broiler or fryers, breast, skinless, boneless, meat only, cooked, braised",USDA,157,32.1,0,3.2,0,,
USDA-171141,"Soup, black bean, canned, condensed",USDA,91,4.8,15.4,1.3,6.8,,
USDA-171142,"Soup, bean with pork, canned, condensed",USDA,129,5.9,17,4.4,5.9,,
USDA-171143,"Soup, bean with frankfurters, canned, condensed",USDA,142,7.6,16.8,5.3,4.6,,
USDA-171144,"Soup, bean with ham, canned, chunky, ready-to-serve",USDA,95,5.2,11.2,3.5,4.6,,
USDA-171145,"Soup, chicken, canned, chunky, ready-to-serve",USDA,71,5.1,6.9,2.6,0.6,,
USDA-171146,"Soup, cream of chicken, canned, condensed",USDA,90,2.4,7.2,5.8,0,,
USDA-171147,"Soup, chicken gumbo, canned, condensed",USDA,45,2.1,6.7,1.1,1.6,,
USDA-171148,"Soup, chunky chicken noodle, canned, ready-to-serve",USDA,41,3.1,4.5,1.2,0.8,,
USDA-171149,"Soup, chicken vegetable, canned, condensed",USDA,61,2.9,7,2.3,0.7,,
USDA-171150,"Soup, chili beef, canned, condensed",USDA,117,5.1,18.9,2.5,2.5,,
USDA-171151,"Soup, clam chowder, manhattan style, canned, chunky, ready-to-serve",USDA,56,3,7.8,1.4,1.2,,
USDA-171152,"Soup, clam chowder, manhattan, canned, condensed",USDA,61,1.7,9.7,1.8,1.2,,
USDA-171153,"Soup, minestrone, canned, condensed",USDA,68,3.5,9.2,2.1,0.8,,
USDA-171154,"Soup, mushroom barley, canned, condensed",USDA,61,1.5,9.6,1.8,,,
USDA-171155,"Soup, cream of mushroom, canned, condensed",USDA,79,1.4,6.8,5.3,0.7,,
USDA-171156,"Soup, mushroom with beef stock, canned, condensed",USDA,68,2.5,7.4,3.2,0.1,,
USDA-171157,"Soup, pea, split with ham, canned, condensed",USDA,141,7.7,20.8,3.3,1.7,,
USDA-171158,"Soup, cream of potato, canned, condensed",USDA,74,1.5,12.8,1.9,1.3,,
USDA-171159,"Soup, cream of shrimp, canned, condensed",USDA,72,2.2,6.5,4.1,0.2,,
USDA-171160,"Soup, tomato beef with noodle, canned, condensed",USDA,112,3.6,16.9,3.4,1.2,,
USDA-171161,"Soup, vegetarian vegetable, canned, condensed",USDA,59,1.7,9.8,1.6,0.5,,
USDA-171162,"Soup, chunky beef, canned, ready-to-serve",USDA,66,4,10.1,1.1,0.6,,
USDA-171163,"Soup, vegetable beef, canned, condensed",USDA,63,4.5,8.1,1.5,1.6,,
USDA-171164,"Soup, vegetable with beef broth, canned, condensed",USDA,66,2.4,10.7,1.6,1.3,,
USDA-171165,"Soup, onion, dry, mix",USDA,293,7.5,65.1,0.3,6.6,,
USDA-171166,"Soup, cream of vegetable, dry, powder",USDA,446,8,52.1,24.1,3,,
USDA-171167,"Sauce, teriyaki, ready-to-serve",USDA,89,5.9,15.6,0,0.1,,
USDA-171168,"Gravy, au jus, canned",USDA,16,1.2,2.5,0.2,0,,
USDA-171169,"Gravy, au jus, dry",USDA,313,9.2,47.5,9.6,,,
USDA-171170,"Gravy, mushroom, canned",USDA,50,1.3,5.5,2.7,0.4,,
USDA-171171,"Gravy, mushroom, dry, powder",USDA,328,10,64.7,4,4.8,,
USDA-171172,"Gravy, onion, dry, mix",USDA,322,9,67.6,3,6,,
USDA-171173,"Gravy, pork, dry, powder",USDA,367,8.8,63.6,8.6,2.4,,
USDA-171174,"Sauce, sofrito, prepared from recipe",USDA,237,12.8,5.5,18.2,1.7,,
USDA-171175,"Soup, beef mushroom, canned, condensed",USDA,61,4.6,5.2,2.4,0.2,,
USDA-171176,"Soup, tomato, canned, prepared with equal volume water, commercial",USDA,32,0.7,7.5,0.2,0.5,,
USDA-171177,"Soup, ramen noodle, any flavor, dry",USDA,440,10.2,60.3,17.6,2.9,,
USDA-171178,"Soup, broccoli cheese, canned, condensed, commercial",USDA,87,2.1,7.7,5.3,1.8,,
USDA-171179,"Soup, SWANSON, beef broth, lower sodium",USDA,6,1.2,0.2,0.1,,,
USDA-171180,"Soup, SWANSON, vegetable broth",USDA,6,0.2,1,0.1,0,,
USDA-171181,"SMART SOUP, Indian Bean Masala",USDA,57,3.3,10.5,0.9,2.6,,
USDA-171182,"SMART SOUP, Moroccan Chick Pea",USDA,51,2,9.7,1.1,3.1,,
USDA-171183,"SMART SOUP, Thai Coconut Curry",USDA,36,0.8,6.5,1.1,1,,
USDA-171184,"SMART SOUP, Vietnamese Carrot Lemongrass",USDA,44,1.3,8.2,1.1,1.5,,
USDA-171185,"Sauce, pesto, MEZZETTA, NAPA VALLEY BISTRO, basil pesto, ready-to-serve",USDA,496,6.7,5.1,49.9,1.3,,
USDA-171186,"Sauce, hot chile, sriracha",USDA,93,1.9,19.2,0.9,2.2,,
USDA-171187,"Sauce, hot chile, sriracha, CHA! BY TEXAS PETE",USDA,108,2,22.7,1,2.1,,
USDA-171188,"Sauce, hot chile, sriracha, TUONG OT SRIRACHA",USDA,79,1.9,15.9,0.9,2.2,,
USDA-171189,"Soup, vegetable beef, microwavable, ready-to-serve, single brand",USDA,44,6.2,3.3,0.7,1.5,,
USDA-171190,"Soup, beef and vegetables, canned, ready-to-serve",USDA,48,3.2,6.2,1.2,1.2,,
USDA-171191,"Sauce, cheese, ready-to-serve",USDA,174,6.7,6.8,13.3,0.5,,
USDA-171192,"Sauce, pasta, spaghetti/marinara, ready-to-serve",USDA,50,1.4,7.4,1.6,1.8,,
USDA-171193,"Beef, chuck, short ribs, boneless, separable lean only, trimmed to 0"" fat, select, raw",USDA,161,20.1,0,9,0,,
USDA-171194,"Beef, chuck eye Country-Style ribs, boneless, separable lean only, trimmed to 0"" fat, select, raw",USDA,137,21.1,0,5.9,0,,
USDA-171195,"Beef, chuck eye Country-Style ribs, boneless, separable lean only, trimmed to 0"" fat, all grades, raw",USDA,146,21,0,7,0,,
USDA-171196,"Beef, chuck eye steak, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, grilled",USDA,215,28,0,11.5,0,,
USDA-171197,"Beef, chuck eye steak, boneless, separable lean only, trimmed to 0"" fat, select, cooked, grilled",USDA,199,27.9,0,9.8,0,,
USDA-171198,"Beef, shoulder pot roast, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, braised",USDA,200,31.3,0,8.3,0,,
USDA-171199,"Beef, shoulder pot roast, boneless, separable lean only, trimmed to 0"" fat, select, cooked, braised",USDA,190,31.7,0,7,0,,
USDA-171200,"Beef, shoulder pot roast, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, braised",USDA,196,31.5,0,7.8,0,,
USDA-171201,"Beef, chuck, mock tender steak, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, braised",USDA,197,33.6,0,6.9,0,,
USDA-171202,"Beef, chuck, mock tender steak, boneless, separable lean only, trimmed to 0"" fat, all grades, raw",USDA,123,21.3,0,4.2,0,,
USDA-171203,"Beef, chuck for stew, separable lean and fat, all grades, cooked, braised",USDA,191,32.4,0,6.8,0,,
USDA-171204,"Beef, chuck for stew, separable lean and fat, select, cooked, braised",USDA,186,32.3,0,6.3,0,,
USDA-171205,"Beef, chuck for stew, separable lean and fat, choice, cooked, braised",USDA,194,32.5,0,7.1,0,,
USDA-171206,"Beef, chuck for stew, separable lean and fat, all grades, raw",USDA,128,21.8,0.2,4.5,0,,
USDA-171207,"Beef, chuck, under blade steak, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, braised",USDA,219,31.4,0,10.4,0,,
USDA-171208,"Beef, chuck, under blade pot roast, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised",USDA,291,26.7,0,20.5,0,,
USDA-171209,"Beef, rib eye steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, all grades, cooked, grilled",USDA,207,28,0,10.6,0,,
USDA-171210,"Beef, rib eye roast, bone-in, lip-on, separable lean only, trimmed to 1/8"" fat, choice, cooked, roasted",USDA,240,27.2,0,14.6,0,,
USDA-171211,"Beef, chuck, under blade center steak, boneless, Denver Cut, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled",USDA,236,26.1,0.4,14.4,0,,
USDA-171212,"Beef, chuck, under blade center steak, boneless, Denver Cut, separable lean and fat, trimmed to 0"" fat, select, cooked, grilled",USDA,215,26.3,0,12.3,0,,
USDA-171213,"Beef, chuck, under blade center steak, boneless, Denver Cut, separable lean and fat, trimmed to 0"" fat, all grades, raw",USDA,182,19,0.4,11.6,0,,
USDA-171214,"Beef, chuck, under blade center steak, boneless, Denver Cut, separable lean and fat, trimmed to 0"" fat, choice, raw",USDA,189,18.9,0.5,12.4,0,,
USDA-171215,"Beef, chuck eye roast, boneless, America's Beef Roast, separable lean and fat, trimmed to 0"" fat, choice, cooked, roasted",USDA,241,24.5,0,15.9,0,,
USDA-171216,"Beef, chuck eye roast, boneless, America's Beef Roast, separable lean and fat, trimmed to 0"" fat, select, cooked, roasted",USDA,229,24.9,0,14.4,0,,
USDA-171217,"Beef, chuck, under blade steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised",USDA,275,28.2,0,18,0,,
USDA-171218,"Beef, chuck, under blade steak, boneless, separable lean and fat, trimmed to 0"" fat, choice, cooked, braised",USDA,284,27.6,0,19.3,0,,
USDA-171219,"Beef, chuck, under blade steak, boneless, separable lean and fat, trimmed to 0"" fat, select, cooked, braised",USDA,261,29.2,0,16.1,0,,
USDA-171220,"Beef, chuck, mock tender steak, boneless, separable lean and fat, trimmed to 0"" fat, choice, raw",USDA,131,21.2,0,5.2,0,,
USDA-171221,"Beef, chuck, mock tender steak, boneless, separable lean and fat, trimmed to 0"" fat, select, raw",USDA,122,21.1,0,4.2,0,,
USDA-171222,"Beef, chuck, short ribs, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised",USDA,305,25.5,0,22.6,0,,
USDA-171223,"Beef, chuck, short ribs, boneless, separable lean and fat, trimmed to 0"" fat, choice, cooked, braised",USDA,317,25.3,0,24.1,0,,
USDA-171224,"Beef, shoulder pot roast, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised",USDA,204,31,0,8.9,0,,
USDA-171225,"Beef, shoulder pot roast, boneless, separable lean and fat, trimmed to 0"" fat, choice, cooked, braised",USDA,207,30.9,0,9.3,0,,
USDA-171226,"Beef, shoulder pot roast, boneless, separable lean and fat, trimmed to 0"" fat, select, cooked, braised",USDA,200,31.2,0,8.4,0,,
USDA-171227,"Beef, chuck eye Country-Style ribs, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised",USDA,296,27.7,0,20.6,0,,
USDA-171228,"Beef, chuck eye steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled",USDA,277,25,0,19.6,0,,
USDA-171229,"Beef, chuck eye steak, boneless, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled",USDA,283,25,0,20.4,0,,
USDA-171230,"Beef, chuck eye steak, boneless, separable lean and fat, trimmed to 0"" fat, select, cooked, grilled",USDA,267,25,0,18.6,0,,
USDA-171231,"Beef, chuck eye steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, raw",USDA,223,18.9,0,16.4,0,,
USDA-171232,"Beef, rib eye steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, choice, cooked, grilled",USDA,217,27.3,0,12,0,,
USDA-171233,"Beef, rib eye steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, select, cooked, grilled",USDA,192,29,0,8.5,0,,
USDA-171234,"Beef, rib eye steak/roast, bone-in, lip-on, separable lean only, trimmed to 1/8"" fat, all grades, raw",USDA,166,21.2,0,9,0,,
USDA-171235,"Beef, rib eye steak/roast, bone-in, lip-on, separable lean only, trimmed to 1/8"" fat, choice, raw",USDA,173,20.9,0,10,0,,
USDA-171236,"Beef, rib eye steak, bone-in, lip-on, separable lean only, trimmed to 1/8"" fat, all grades, cooked, grilled",USDA,221,27.4,0,12.4,0,,
USDA-171237,"Beef, rib eye steak, bone-in, lip-on, separable lean only, trimmed to 1/8"" fat, choice, cooked, grilled",USDA,229,27,0,13.4,0,,
USDA-171238,"Beef, rib eye steak, bone-in, lip-on, separable lean only, trimmed to 1/8"" fat, select, cooked, grilled",USDA,210,28,0,10.9,0,,
USDA-171239,"Beef, rib eye roast, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, all grades, cooked, roasted",USDA,218,28.2,0,11.7,0,,
USDA-171240,"Cheese, gjetost",USDA,466,9.7,42.7,29.5,0,,
USDA-171241,"Cheese, gouda",USDA,356,24.9,2.2,27.4,0,,
USDA-171242,"Cheese, gruyere",USDA,413,29.8,0.4,32.3,0,,
USDA-171243,"Cheese, limburger",USDA,327,20.1,0.5,27.3,0,,
USDA-171244,"Cheese, mozzarella, low moisture, part-skim",USDA,295,23.8,5.6,19.8,0,,
USDA-171245,"Cheese, muenster",USDA,368,23.4,1.1,30,0,,
USDA-171246,"Cheese, neufchatel",USDA,253,9.2,3.6,22.8,0,,
USDA-171247,"Cheese, parmesan, grated",USDA,420,28.4,13.9,27.8,0,,
USDA-171248,"Cheese, ricotta, part skim milk",USDA,138,11.4,5.1,7.9,0,,
USDA-171249,"Cheese, romano",USDA,387,31.8,3.6,26.9,0,,
USDA-171250,"Cheese, roquefort",USDA,369,21.5,2,30.6,0,,
USDA-171251,"Cheese, swiss",USDA,393,27,1.4,31,0,,
USDA-171252,"Cheese food, pasteurized process, American, vitamin D fortified",USDA,330,16.9,8.6,25.6,0,,
USDA-171253,"Cheese food, pasteurized process, swiss",USDA,323,21.9,4.5,24.1,0,,
USDA-171254,"Cheese spread, pasteurized process, American",USDA,290,16.4,8.7,21.2,0,,
USDA-171255,"Cream, fluid, half and half",USDA,131,3.1,4.3,11.5,0,,
USDA-171256,"Cream, sour, reduced fat, cultured",USDA,135,2.9,4.3,12,0,,
USDA-171257,"Cream, sour, cultured",USDA,198,2.4,4.6,19.4,0,,
USDA-171258,Eggnog,USDA,88,4.6,8.1,4.2,0,,
USDA-171259,"Sour dressing, non-butterfat, cultured, filled cream-type",USDA,178,3.3,4.7,16.6,0,,
USDA-171260,"Yogurt, Greek, 2%fat, coconut blend, CHOBANI",USDA,92,8.1,11,1.7,0.5,,
USDA-171261,"Cream substitute, liquid, with hydrogenated vegetable oil and soy protein",USDA,136,1,11.4,10,0,,
USDA-171262,"Cream substitute, liquid, with lauric acid oil and sodium caseinate",USDA,136,1,11.4,10,0,,
USDA-171263,"Cream substitute, powdered",USDA,529,2.5,59.3,32.9,0,,
USDA-171264,"Milk substitutes, fluid, with lauric acid oil",USDA,61,1.8,6.2,3.4,0,,
USDA-171265,"Milk, whole, 3.25% milkfat, with added vitamin D",USDA,61,3.2,4.8,3.3,0,,
USDA-171266,"Milk, producer, fluid, 3.7% milkfat",USDA,64,3.3,4.7,3.7,0,,
USDA-171267,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",USDA,50,3.3,4.8,2,0,,
USDA-171268,"Milk, lowfat, fluid, 1% milkfat, protein fortified, with added vitamin A and vitamin D",USDA,48,3.9,5.5,1.2,0,,
USDA-171269,"Milk, nonfat, fluid, with added vitamin A and vitamin D (fat free or skim)",USDA,34,3.4,5,0.1,0,,
USDA-171270,"Milk, nonfat, fluid, with added nonfat milk solids, vitamin A and vitamin D (fat free or skim)",USDA,37,3.6,5,0.3,0,,
USDA-171271,"Milk, nonfat, fluid, protein fortified, with added vitamin A and vitamin D (fat free and skim)",USDA,41,4,5.6,0.3,0,,
USDA-171272,"Milk, dry, nonfat, instant, with added vitamin A and vitamin D",USDA,358,35.1,52.2,0.7,0,,
USDA-171273,"Milk, dry, nonfat, calcium reduced",USDA,354,35.5,51.8,0.2,0,,
USDA-171274,"Milk, buttermilk, dried",USDA,387,34.3,49,5.8,0,,
USDA-171275,"Milk, canned, condensed, sweetened",USDA,321,7.9,54.4,8.7,0,,
USDA-171276,"Milk, canned, evaporated, with added vitamin D and without added vitamin A",USDA,134,6.8,10,7.6,0,,
USDA-171277,"Milk, chocolate beverage, hot cocoa, homemade",USDA,77,3.5,10.7,2.3,1,,
USDA-171278,"Milk, goat, fluid, with added vitamin D",USDA,69,3.6,4.5,4.1,0,,
USDA-171279,"Milk, human, mature, fluid",USDA,70,1,6.9,4.4,0,,
USDA-171280,"Milk, indian buffalo, fluid",USDA,97,3.8,5.2,6.9,0,,
USDA-171281,"Whey, acid, dried",USDA,339,11.7,73.5,0.5,0,,
USDA-171282,"Whey, sweet, fluid",USDA,27,0.9,5.1,0.4,0,,
USDA-171283,"Whey, sweet, dried",USDA,353,12.9,74.5,1.1,0,,
USDA-171284,"Yogurt, plain, whole milk",USDA,61,3.5,4.7,3.3,0,,
USDA-171285,"Yogurt, fruit, low fat, 10 grams protein per 8 ounce",USDA,102,4.4,19.1,1.1,0,,
USDA-171286,"Yogurt, fruit, low fat, 11g protein/8 oz",USDA,105,4.9,18.6,1.4,0,,
USDA-171287,"Egg, whole, raw, fresh",USDA,143,12.6,0.7,9.5,0,,
USDA-171288,"Cheese, Mexican blend",USDA,384,23.5,0.1,32.1,0,,
USDA-171289,"Cheese product, pasteurized process, American, vitamin D fortified",USDA,307,16.1,8.9,23.1,0,,
USDA-171290,"Cheese, pasteurized process, American, without added vitamin D",USDA,371,18.1,3.7,31.8,0,,
USDA-171291,"Cheese food, pasteurized process, American, without added vitamin D",USDA,330,16.9,8.6,25.6,0,,
USDA-171292,"Cheese, cheddar, reduced fat (Includes foods for USDA's Food Distribution Program)",USDA,316,27.4,2.7,20.4,0,,
USDA-171293,"Ice cream, light, soft serve, chocolate",USDA,141,3.4,23.2,3.7,0,,
USDA-171294,"Ice cream bar, stick or nugget, with crunch coating",USDA,358,2.1,37.1,25.3,1.1,,
USDA-171295,"Cheese, cheddar, nonfat or fat free",USDA,157,32.1,7.1,0,0,,
USDA-171296,"Yogurt, Greek, nonfat, vanilla, CHOBANI",USDA,71,9.1,8.1,0.2,0.3,,
USDA-171297,"Yogurt, Greek, strawberry, DANNON OIKOS",USDA,106,8.3,11.7,2.9,1,,
USDA-171298,"Yogurt, Greek, nonfat, vanilla, DANNON OIKOS",USDA,85,8.1,12.7,0.1,0.5,,
USDA-171299,"Yogurt, Greek, nonfat, strawberry, DANNON OIKOS",USDA,84,8,12.5,0.2,0.4,,
USDA-171300,"Yogurt, Greek, strawberry, lowfat",USDA,105,8.2,12.3,2.6,1,,
USDA-171301,"Kefir, lowfat, strawberry, LIFEWAY",USDA,62,3.4,10.2,0.9,0,,
USDA-171302,"Milk, evaporated, 2% fat, with added vitamin A and vitamin D",USDA,107,6.7,15.7,2,0,,
USDA-171303,"Milk, chocolate, fat free, with added vitamin A and vitamin D",USDA,67,3.4,13.5,0,0,,
USDA-171304,"Yogurt, Greek, plain, whole milk",USDA,97,9,4,5,0,,
USDA-171305,"Ice cream bar, covered with chocolate and nuts",USDA,303,5.6,11.9,25.8,1.1,,
USDA-171306,Ice cream sundae cone,USDA,254,3,28.9,14,1,,
USDA-171307,"Light ice cream, Creamsicle",USDA,165,1.5,32.8,3.1,0,,
USDA-171308,"Cream, half and half, lowfat",USDA,72,3.3,3.3,5,0,,
USDA-171309,"Yogurt, Greek, whole, plain, CHOBANI",USDA,82,8.2,3.2,4,0.8,,
